"CO_CUCI_ITEM";"NO_CUCI_ITEM";"CO_CUCI_SUB";"NO_CUCI_SUB";"CO_CUCI_GRUPO";"NO_CUCI_GRUPO";"CO_CUCI_DIVISAO";"NO_CUCI_DIVISAO";"CO_CUCI_SEC";"NO_CUCI_SEC"
"03451";"Filés e outras carn.e.p. de peixe, fresco ou refrigerado";"0345";"Filés de peixe, fresco ou refrigerado, e outras carnes de peixe fresco, refrigerado ou congelado";"034c";"Filés ou outras carnes de peixes congelados, frescos ou refrigerados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03455";"Carne de peixe (exceto filés) congelada";"0345";"Filés de peixe, fresco ou refrigerado, e outras carnes de peixe fresco, refrigerado ou congelado";"034c";"Filés ou outras carnes de peixes congelados, frescos ou refrigerados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03511";"Bacalhau (Gadus morhua, Gadus ogac, Gadus macrocephalus), exceto em filés, seco, salgado ou não";"0351";"Pescado seco, salgado ou em salmoura, exceto defumado";"035";"Pescado, seco, salgado, em salmoura, defumado, ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03512";"Filés de peixe, secos, salgados ou em salmoura";"0351";"Pescado seco, salgado ou em salmoura, exceto defumado";"035";"Pescado, seco, salgado, em salmoura, defumado, ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03513";"Pescado, seco, salgado ou não, nãoo especificado";"0351";"Pescado seco, salgado ou em salmoura, exceto defumado";"035";"Pescado, seco, salgado, em salmoura, defumado, ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03521";"Bacalhau (Gadus morhua, Gadus ogac, Gadus macrocephalus)";"0352";"Pescado salgado mas não seco ou defumado e pescado em salmoura";"035";"Pescado, seco, salgado, em salmoura, defumado, ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03522";"Anchovas";"0352";"Pescado salgado mas não seco ou defumado e pescado em salmoura";"035";"Pescado, seco, salgado, em salmoura, defumado, ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03529";"Outros peixes";"0352";"Pescado salgado mas não seco ou defumado e pescado em salmoura";"035";"Pescado, seco, salgado, em salmoura, defumado, ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0353";"Pescado (incluindo filés) defumado, cozido ou não previamente; ";"0353";"Pescado (incluindo filés) defumado, cozido ou não previamente";"035";"Pescado, seco, salgado, em salmoura, defumado, ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0354";"Fígados e ovas de peixes, secos, defumados, salgados ou em salmoura";"0354";"Fígados e ovas de peixes, secos, defumados, salgados ou em salmoura";"035";"Pescado, seco, salgado, em salmoura, defumado, ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0355";"Farinhas, rações e preparados de pescado, propícios ao consumo humano";"0355";"Farinhas, rações e preparados de pescado, propícios ao consumo humano";"035";"Pescado, seco, salgado, em salmoura, defumado, ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03611";"Camarões congelados";"0361";"Crustáceos congelados";"036c";"Crustáceos, moluscos e invertebrados aquáticos congelados, refrigerados ou frescos, secos, salgados, em salmoura ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03619";"Outros crustáceos, congelados, incluindo farinhas, rações e preparados de crustáceos próprios para consumo humano";"0361";"Crustáceos congelados";"036c";"Crustáceos, moluscos e invertebrados aquáticos congelados, refrigerados ou frescos, secos, salgados, em salmoura ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0362";"Crustáceos, não congelados, incluindo farinhas, rações e preparados de crustáceos próprios para consumo humano";"0362";"Crustáceos não congelados, incluindo farinhas, rações e preparados de crustáceos próprios para consumo humano";"036a";"Crustáceos não congelados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03631";"Ostras";"0363";"Moluscos e invertebrados aquáticos, frescos, refrigerados, congelados, secos, salgados ou em salmoura e preparados de invertebrados aquáticos (não crustáceos) para consumo humano";"036c";"Crustáceos, moluscos e invertebrados aquáticos congelados, refrigerados ou frescos, secos, salgados, em salmoura ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03633";"Polvos, lulas e chocos, frescos ou refrigerados";"0363";"Moluscos e invertebrados aquáticos, frescos, refrigerados, congelados, secos, salgados ou em salmoura e preparados de invertebrados aquáticos (não crustáceos) para consumo humano";"036c";"Crustáceos, moluscos e invertebrados aquáticos congelados, refrigerados ou frescos, secos, salgados, em salmoura ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03635";"Outros moluscos ou invertebrados aquáticos, frescos ou refrigerados";"0363";"Moluscos e invertebrados aquáticos, frescos, refrigerados, congelados, secos, salgados ou em salmoura e preparados de invertebrados aquáticos (não crustáceos) para consumo humano";"036c";"Crustáceos, moluscos e invertebrados aquáticos congelados, refrigerados ou frescos, secos, salgados, em salmoura ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03637";"Polvos, lulas e chocos, congelados, secos, salgados ou em salmoura; suas farinhas, rações ou preparados próprias para consumo humano";"0363";"Moluscos e invertebrados aquáticos, frescos, refrigerados, congelados, secos, salgados ou em salmoura e preparados de invertebrados aquáticos (não crustáceos) para consumo humano";"036c";"Crustáceos, moluscos e invertebrados aquáticos congelados, refrigerados ou frescos, secos, salgados, em salmoura ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03639";"Outros moluscos ou invertebrados aquáticos, congelados secos, salgados ou em salmoura; incluindo farinhas, rações e preparados de invertebrados aquáticos exceto crustáceos, próprios para o consumo humano";"0363";"Moluscos e invertebrados aquáticos, frescos, refrigerados, congelados, secos, salgados ou em salmoura e preparados de invertebrados aquáticos (não crustáceos) para consumo humano";"036c";"Crustáceos, moluscos e invertebrados aquáticos congelados, refrigerados ou frescos, secos, salgados, em salmoura ou preparados comestíveis";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03711";"Salmão, inteiro ou em pedaços, exceto picado";"0371";"Pescado, preparado ou preservado, caviar e preparados com ovas de peixes";"037";"Outros pescado, crustáceos, moluscos, preparados ou preservados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03712";"Arenques, sardinhas, sardinetas ou espadin.e.p., inteiros ou em pedaços, exceto picado";"0371";"Pescado, preparado ou preservado, caviar e preparados com ovas de peixes";"037";"Outros pescado, crustáceos, moluscos, preparados ou preservados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03713";"Atuns, listrados ou bonitos do Atlântico (Sarda spp.), inteiro ou em pedaços, exceto picado";"0371";"Pescado, preparado ou preservado, caviar e preparados com ovas de peixes";"037";"Outros pescado, crustáceos, moluscos, preparados ou preservados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03714";"Cavalas, inteiras ou pedaços, mas não picadas";"0371";"Pescado, preparado ou preservado, caviar e preparados com ovas de peixes";"037";"Outros pescado, crustáceos, moluscos, preparados ou preservados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03715";"Outros peixes, inteiros ou pedaços, mas não picados";"0371";"Pescado, preparado ou preservado, caviar e preparados com ovas de peixes";"037";"Outros pescado, crustáceos, moluscos, preparados ou preservados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03716";"Outros peixes, preparados ou preservados, n.e.p.";"0371";"Pescado, preparado ou preservado, caviar e preparados com ovas de peixes";"037";"Outros pescado, crustáceos, moluscos, preparados ou preservados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03717";"Caviar ou substitutos de caviar preparados de ovas de peixes";"0371";"Pescado, preparado ou preservado, caviar e preparados com ovas de peixes";"037";"Outros pescado, crustáceos, moluscos, preparados ou preservados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03721";"Crustáceos, preparados ou preservados, n.e.p.";"0372";"Outros crustáceos, moluscos e outros invertebrados aquáticos, preparados ou preservados";"037";"Outros pescado, crustáceos, moluscos, preparados ou preservados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"03722";"Moluscos e outros invertebrados aquáticos, preparados ou preservados, n.e.p.";"0372";"Outros crustáceos, moluscos e outros invertebrados aquáticos, preparados ou preservados";"037";"Outros pescado, crustáceos, moluscos, preparados ou preservados";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0411";"Trigo duro, não moído";"0411";"Trigo duro, não moído";"041";"Trigo e centeio, não moídos";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0412";"Outro trigos (incluindo espelta) e centeio, não moídos";"0412";"Outros trigos (incluindo espelta) e centeio, não moídos";"041";"Trigo e centeio, não moídos";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0421";"Arroz com casca (paddy ou em bruto)";"0421";"Arroz com casca (paddy ou em bruto)";"042a";"Arroz com casca, paddy ou em bruto";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0422";"Arroz sem casca, mas sem preparagção adicional (arroz de carga ou integral)";"0422";"Arroz sem casca, sem preparação adicional (arroz de carga ou integral)";"042c";"Arroz sem casca ou semi elaborado, polido, glaceado, quebrado, parbolizado ou convertido";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04231";"Arroz, semi ou elaborado, quer seja polido, glaceado, parboilizado ou convertido (exceto arroz quebrado)";"0423";"Arroz, semi ou elaborado, polido, glaceado, parboilizado ou convertido (incluindo arroz quebrado)";"042c";"Arroz sem casca ou semi elaborado, polido, glaceado, quebrado, parbolizado ou convertido";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04232";"Arroz quebrado";"0423";"Arroz, semi ou elaborado, polido, glaceado, parboilizado ou convertido (incluindo arroz quebrado)";"042c";"Arroz sem casca ou semi elaborado, polido, glaceado, quebrado, parbolizado ou convertido";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0430";"Cevada, não moída";"0430";"Cevada, não moída";"043";"Cevada, não moída";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0441";"Sementes de Milho (exceto milho doce)";"0441";"Milho (exceto milho doce), não moído, em sementes";"044";"Milho não moído, exceto milho doce";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0449";"Milho (exceto milho doce), não moído, Outros";"0449";"Milhos (exceto milho doce, semeadura e em grão), não moído";"044";"Milho não moído, exceto milho doce";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0451";"Centeio, não moído";"0451";"Centeio, não moído";"045";"Centeio, aveia e outros cereais, não moídos";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0452";"Aveia, não moída";"0452";"Aveia, não moída";"045";"Centeio, aveia e outros cereais, não moídos";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0453";"Sorgo em grãos, não moídos";"0453";"Sorgo em grãos, não moídos";"045";"Centeio, aveia e outros cereais, não moídos";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04591";"Milhete, não moído";"0459";"Trigo mourisco, milhete e alpiste, outros cereais não moídos";"045";"Centeio, aveia e outros cereais, não moídos";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04592";"Trigo mourisco, não moído";"0459";"Trigo mourisco, milhete e alpiste, outros cereais não moídos";"045";"Centeio, aveia e outros cereais, não moídos";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04593";"Alpiste, não moído";"0459";"Trigo mourisco, milhete e alpiste, outros cereais não moídos";"045";"Centeio, aveia e outros cereais, não moídos";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04599";"Cereais não moídos, n.e.p.";"0459";"Trigo mourisco, milhete e alpiste, outros cereais não moídos";"045";"Centeio, aveia e outros cereais, não moídos";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0461";"Farinha de trigo ou centeio";"0461";"Farinha de trigo ou centeio";"046";"Ração ou farinha de trigo e centeio";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"0462";"Sêmea ou ração de trigo";"0462";"Sêmola ou ração de trigo";"046";"Ração ou farinha de trigo e centeio";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04711";"Farinha de milho ";"0471";"Farinhas de cereais (exceto trigo ou centeio)";"047";"Ração ou farinha de outros cereais";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04719";"Outras farinhas";"0471";"Farinhas de cereais (exceto trigo ou centeio)";"047";"Ração ou farinha de outros cereais";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04721";"Sêmeas e rações de milho";"0472";"Sêmolas, rações e pellets de cereais";"047";"Ração ou farinha de outros cereais";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04722";"Sêmeas e rações de outros cereais";"0472";"Sêmolas, rações e pellets de cereais";"047";"Ração ou farinha de outros cereais";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04723";"Pellets";"0472";"Sêmolas, rações e pellets de cereais";"047";"Ração ou farinha de outros cereais";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
"04811";"Preparações alimentícias obtidas por expansão ou torrefacção de cereais ou produtos à base de cereais e de flocos de cereais não torrados ou de misturas de flocos de cereais não torrados e torrados ou cereais inchados";"0481";"Grãos de cereais, trabalhados ou preparados (incluindo alimentos matinais)";"048";"Preparações e cereais, de farinhas, ou amido de frutas ou vegetais";"04";"Cereais e preparações de cereais";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS"
